target	offset_start	offset_end	context	sense	comments		
estate	86	92	"Separately, Spain said early this week it would take over Bankia SA, the largest real estate holder, to boost financial confidence."	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	66	72	"Bank of Spain figures show commercial banks held problematic real estate assets including loans and seized property of 184 billion euros, 60 percent of their property portfolio at the end of 2011."	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	98	104	The Spanish government is expected to approve a plan on Friday to force banks to place toxic real estate assets in holding companies that would later sell them off.	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	143	149	The government is also expected to announce demands for the banks to set aside a further 35bn euros ($45bn) to cover sound loans in their real estate portfolios.	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	125	131	"Her older sister, aged 21, lived at the rented house, in a recently built development at the back of the established housing estate."	BUILDINGS | Towns & regions: areas in towns & cities ['estate']	MWE | housing estate		
estate	66	72	"Bank of Spain figures show commercial banks held problematic real estate    assets including loans and seized property of €184bn, 60pc of their property    portfolio at the end of 2011."	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	128	134	"Reuters reported that at its weekly cabinet meeting, the government will approve a plan to force banks to park their toxic real estate assets in holding companies that would later sell them off."	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	152	158	The cabinet is also expected to announce demands for the banks to set aside a further 35 billion euros ($45 billion) to cover sound loans in their real estate portfolios.	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	107	113	"The move will provide an extra 30bn euros (24.1bn) financial cushion, taking total provisions against real estate assets to 137bn euros (110bn), worth 45% of the banks' portfolios."	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	111	117	The country will also make its rental market more flexible in order to incentivise banks to offload their real estate assets.	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	142	148	The cabinet is also expected to demand banks to set aside a further 35 billion euros (27.9 billion pounds) to cover sound loans in their real estate portfolios.	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
estate	88	94	"It is understood the dead girl was living at her family home, in a neighbouring housing estate, and was visiting her older sister at the time of the shooting."	BUILDINGS | Towns & regions: areas in towns & cities ['estate']	MWE | housing estate		
estate	97	103	Banks will need to increase their cover on sound property loans from 7% to 30% and separate real estate assets from their balance sheets.	PROPERTY | Belongings and possessions ['estate']	MWE | real estate		
exit	186	190	"#1-1 Theresa May's Brexit speech rules out single market membership UK Prime Minister Theresa May yesterday announced the government's plans for how to proceed with the United Kingdom's exit, or ""Brexit"" (British exit), from the European Union."	DOOR | Parts of buildings: doors & parts of doors ['exit']	"termination, departure"		
exit	213	217	"#1-1 Theresa May's Brexit speech rules out single market membership UK Prime Minister Theresa May yesterday announced the government's plans for how to proceed with the United Kingdom's exit, or ""Brexit"" (British exit), from the European Union."	DOOR | Parts of buildings: doors & parts of doors ['exit']	"termination, departure"		
exploded	31	39	#19-3 Officials said the plane exploded on impact into a big fireball.	BREAK APART | Exploding and erupting ['explode']	-		
exploded	91	99	"#14-2 The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights."	BREAK APART | Exploding and erupting ['explode']	-		
exploded	202	210	"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok."	BREAK APART | Exploding and erupting ['explode']	-		
explosion	95	104	"#9-30 Meanwhile, Luiz Alberto Cartaxo, the prison chief for the southern Paraná state, said an explosion on Sunday broke a guarding wall of a Piraquara prison, prompting at least 21 inmates to escape."	BURST | Exploding and erupting ['explosion']	-		
explosion	4	13	"The explosion came shortly after Mr. Obama gave a speech invoking ""a new dawn"" with the signing of a US-Afghanistan strategic partnership agreement."	BURST | Exploding and erupting ['explosion']	-		
explosion	54	63	"#31-5 Following months of political unrest, since the explosion the Thai baht hit a six year low."	BURST | Exploding and erupting ['explosion']	-		
exposure	79	87	"Created from a merger of seven savings banks, Bankia had 37.5 billion euros in exposure to the property sector at the end of 2011, of which 31.8 billion euros were classed as problematic."	HARMFUL CONDITION	financial risk		
exposure	119	127	"The government may also disclose details on its nationalisation this week of Bankia, the Spanish bank with the highest exposure to bad property loans following a crash in the construction sector that started in 2008."	HARMFUL CONDITION	financial risk		
exposure	120	128	"The government earlier this week nationalized Bankia SA, the country's fourth-largest bank and the one with the highest exposure to bad property loans and other assets following a crash in the construction sector in 2008."	HARMFUL CONDITION	financial risk		
exposure	70	78	"Madrid will charge two independent auditing firms with valuing banks' exposure    to the collapsed property sector, ministers told a news conference after a    cabinet meeting."	HARMFUL CONDITION	financial risk		
exposure	70	78	"Two independent auditing firms will be responsible for valuing banks' exposure to the nation's collapsed property sector, ministers told a news conference after a cabinet meeting."	HARMFUL CONDITION	financial risk		
exposure	134	142	"Bankia, in which the state is taking a 45-per cent stake as a crisis measure to save it from crippling bad loans, had 37.5bn euros in exposure to the property sector at the end of 2011."	HARMFUL CONDITION	financial risk		
exposure	83	91	"The government will also charge two independent auditing firms with valuing banks' exposure to the collapsed property sector, ministers told a news conference after a cabinet meeting."	HARMFUL CONDITION	financial risk		
exposure	362	370	"Companies must raise £28 trillion Chinese sovereign wealth fund stops buying Euro debt Surprise weakening in China import and exports Spain nationalises Bankia as euro crisis escalates Germany warns Greece 'no bailout agreement, no aid' Bankia, in which the state is taking a 45pc stake as a crisis measure to save    it from crippling bad loans, had €37.5bn in exposure to the property sector    at the end of 2011."	HARMFUL CONDITION	financial risk		
exposure	138	146	"Prime Minister Mariano Rajoy met with his ministers to adopt the broad reforms, expected to bring to light the financial sector's massive exposure to the collapsed property sector."	HARMFUL CONDITION	financial risk		
FALSE	135	140	"But opposition parties and international observers said the vote was marred by vote-rigging, including alleged ballot-box stuffing and false voter rolls."	NOT TRUE | Faking & pretending ['false']	-		
fanned	186	192	"Spain's banks were hit by billions of euros of losses after a decade-long property bubble burst in 2008 and concerns about them, and the country's overspending regional governments have fanned fears of a new eurozone debt crisis."	MAKE WORSE | Deteriorating and making worse ['fan']	-		
fanned	199	205	"Toxic assets Spain's banks were hit by billions of euros of losses after a decade-long property bubble burst in 2008 and concerns about them, and the country's overspending regional governments have fanned fears of a new eurozone debt crisis."	MAKE WORSE | Deteriorating and making worse ['fan']	-		
fanned	197	203	"Spain's banks were hit by billions of euros of losses after the bursting of a decade-long property bubble in 2008 and concerns about them, and the country's overspending regional governments, have fanned fears of a new euro zone debt crisis."	MAKE WORSE | Deteriorating and making worse ['fan']	-		
feeling	12	19	"The general feeling is that Spanish banks have worse problems than previously thought, said Edward Hugh, an independent economist based in Barcelona."	"OPINION | Opinions, beliefs and points of view ['feeling']"	-		
feeling	41	48	"Parish priest Fr Andy Dolan told UTV the feeling in the area is one of ""shock and horror."""	EMOTION | Feelings - general words ['feeling']	-		
file	91	95	"#35-3 The murders occurred on the picturesque resort island of Koh Tao, pictured here from file."	STORE/RECORD INFORMATION | News reporting & the press  ['file']	-		
file	91	95	"#41-4 Today's hearing took place at the Palace of Justice in Kecskemet, pictured here from file."	STORE/RECORD INFORMATION | News reporting & the press  ['file']	-		
file	52	56	"#16-2 The Obamas and Bidens, pictured together from file, have enjoyed an unusually close and warm relationship."	STORE/RECORD INFORMATION | News reporting & the press  ['file']	-		
file	194	198	"#39-1 Austrian police find dozens dead inside lorry To write, edit, start or view other articles on Austria, see the Austria Portal Flag of Austria.svg The turning for Parndorf off the A4, from file."	STORE/RECORD INFORMATION | News reporting & the press  ['file']	-		
filed	23	28	"Two years earlier, she filed a domestic violence complaint against Joe Johnson, but that was dismissed after a hearing."	"STORE/RECORD INFORMATION | Court cases, orders & decisions ['file']"	-		
filed	193	198	"#23-1 U.S. presidential candidate Mark Everson challenges debate exclusion U.S. Republican Party presidential candidate Mark Everson, former commissioner of the Internal Revenue Service (IRS), filed a complaint on Monday with the Federal Election Commission (FEC) to challenge his exclusion from Thursday's first Fox News Republican Party presidential debate."	"STORE/RECORD INFORMATION | Court cases, orders & decisions ['file']"	-		
filed	90	95	"#32-6 However, he is listed on the Republican Party's website as one of 18 candidates and filed a Federal Election Commission (FEC) complaint against Fox News for his exclusion from the August 6 debate."	"STORE/RECORD INFORMATION | Court cases, orders & decisions ['file']"	-		
filed	109	114	"#3-7 Anastasia Slonina, an actress working in a theatre in Moscow called Teatr.doc, known for liberal plays, filed rape charges on Pavlensky and his partner Oksana."	"STORE/RECORD INFORMATION | Court cases, orders & decisions ['file']"	-		
filed	14	19	#29-16 Martin filed paperwork with the Federal Election Commission last month to run for president in 2016 officially.	"STORE/RECORD INFORMATION | Court cases, orders & decisions ['file']"	-		
flag	174	178	"As we emerge from a decade of conflict abroad and economic crisis at home, it's time to renew America, Obama said, speaking against a backdrop of armored vehicles and a U.S. flag."	SYMBOL | Flags	-		
flag	117	121	"Crowds had smashed through an external security wall, tossed embassy papers from balconies and tore down the Israeli flag."	SYMBOL | Flags	-		
flag	99	103	"My fellow Americans,'' he said, speaking against a backdrop of armoured military vehicles and a US flag, ''we've travelled through more than a decade under the dark cloud of war."	SYMBOL | Flags	-		
flag	95	99	"#17-10 When the decision was made, police allowed people outside the court to wave the rainbow flag on the court plaza."	SYMBOL | Flags	-		
flag	45	49	#36-4 The event was placed under the caution flag as safety workers extracted Wilson from his car.	SYMBOL | Flags	-		
flight	10	16	#7-10 The flight was operated by ACT Airlines.	AIRCRAFT | Air travel: aviation ['flight']	-		
flight	120	126	"#24-37 Furthermore, the data of radars at Maldives airports have also been analysed and shows no indication of the said flight"", said Malaysian Transport Minister Hishamuddin Hussein."	AIRCRAFT | Air travel: aviation ['flight']	-		
Flight	81	87	#24-5 Authorities are trying to determine if it may be part of Malaysia Airlines Flight 370 (MH370).	AIRCRAFT | Air travel: aviation ['flight']	-		
Flight	61	67	"#24-36 ""Based on the monitoring up to date, no indication of Flight MH370 has been observed on any military radars in the country [Maldives]."	AIRCRAFT | Air travel: aviation ['flight']	MWE | Flight MH370		
flight	67	73	"Levanon arrived in the early hours of Sunday on a Turkish Airlines flight from Istanbul, the official said."	AIRCRAFT | Air travel: aviation ['flight']	-		
flight	11	17	"#15-30 The flight was carrying high-profile political figures to attend a ceremony commemorating the 70th anniversary of the Katyn massacre, when thousands of Polish prisoners of war and civilians were killed by the Soviets."	AIRCRAFT | Air travel: aviation ['flight']	-		
flight	45	51	"#4-6 In 1969 Cernan flew aboard Apollo 10, a flight to the Moon that rehearsed a descent but purposefully did not land in preparation for the Apollo 11 landing."	JOURNEY | Journeys ['flight']	-		
flight	20	26	"#4-7 Cernan's final flight into space was as commander of Apollo 17, the final lunar landing mission of the Apollo program, in which he spent three days exploring the lunar surface along with Harrison Schmitt."	JOURNEY | Journeys ['flight']	-		
flight	7	13	"On the flight deck , the definitive instrument for measuring altitude is the pressure altimeter , which is an aneroid barometer with a front face indicating distance ( feet or metres ) instead of atmospheric pressure ."	AIRCRAFT | Air travel: aviation ['flight']	MWE | flight deck		
flights	28	35	"#7-8 Despite the fog, other flights are reported to have landed safely leading up to the collision."	AIRCRAFT | Air travel: aviation ['flight']	-		
flights	135	142	"#14-2 The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights."	AIRCRAFT | Air travel: aviation ['flight']	-		
formally	46	54	"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world ."	OFFICIALLY | Accepting & agreeing ['formally']	-		
formally	60	68	"The victim, believed to be in her late teens, has yet to be formally identified, Merseyside Police said."	OFFICIALLY | Accepting & agreeing ['formally']	-		
formally	22	30	"Putin was expected to formally register later in the day to run for president, a position he held from 2000-2008, a period in which he grew more authoritarian."	OFFICIALLY | Accepting & agreeing ['formally']	-		
formally	22	30	"Putin was expected to formally register on Wednesday to run for president, a position he held from 2000-2008, a period in which he grew more authoritarian."	OFFICIALLY | Accepting & agreeing ['formally']	-		
Formula	52	59	"#21-13 After the accident, the FIA, which sanctions Formula One racing, formed a panel to investigate the crash."	PART OF MWE	MWE | Formula One		
Formula	32	39	"#21-10 Bianchi, the 2007 French Formula Renault and 2009 Formula 3 Euro Series champion, was the inaugural member of the Ferrari Driver Academy."	PART OF MWE	MWE | French Formula Renault		
Formula	57	64	"#21-10 Bianchi, the 2007 French Formula Renault and 2009 Formula 3 Euro Series champion, was the inaugural member of the Ferrari Driver Academy."	PART OF MWE	MWE | Formula 3		
Formula	24	31	"#36-11 Wilson, a former Formula One and Champ Car driver, did not have a ride entering the 2015 season, and joined Andretti on a seven-race deal."	PART OF MWE	MWE | Formula One		
Formula	6	13	#21-1 Formula One driver Jules Bianchi dies aged 25 Bianchi at the Nürburgring's World Series by Renault race in 2012.	PART OF MWE	MWE | Formula One		
Formula	13	20	"#21-2 French Formula One (F1) driver Jules Bianchi died on Friday night at age 25, nine months after his serious accident at the 2014 Japanese Grand Prix."	PART OF MWE	MWE | Formula One		
Formula	429	436	"#21-3 News of his death was announced by his family the following morning: Cquote1.svg It is with deep sadness that the parents of Jules Bianchi, Philippe and Christine, his brother Tom and sister Mélanie, wish to make it known that Jules passed away last night at the Centre Hospitalier Universitaire (CHU) in Nice, (France) where he was admitted following the accident of 5th October 2014 at Suzuka Circuit during the Japanese Formula 1 Grand Prix."	PART OF MWE	MWE | Formula 1		
founded	17	24	"The Festival was founded in 1948 by the composer Benjamin Britten , the singer Peter Pears and the librettist Eric Crozier ."	BEGIN | Success & failure in business ['found']	-		
founded	12	19	"It has been founded in 1991 by the Austrian writer , artist and musician Paul Jaeg ."	BEGIN | Success & failure in business ['found']	-		
founded	34	41	"The nation-based A1GP concept was founded by Sheikh Maktoum Hasher Maktoum Al Maktoum of Dubai , initially in 2003 ."	BEGIN | Success & failure in business ['found']	-		
Fox	150	153	"#32-6 However, he is listed on the Republican Party's website as one of 18 candidates and filed a Federal Election Commission (FEC) complaint against Fox News for his exclusion from the August 6 debate."	PART OF MWE	MWE | Fox News		
Fox	75	78	"#29-8 In reference to the seventeen candidates invited to the two August 6 Fox News debates, Martin casts himself as the ""eighteenth candidate,"" willing to participate in the second-tier debate."	PART OF MWE	MWE | Fox News		
Fox	313	316	"#23-1 U.S. presidential candidate Mark Everson challenges debate exclusion U.S. Republican Party presidential candidate Mark Everson, former commissioner of the Internal Revenue Service (IRS), filed a complaint on Monday with the Federal Election Commission (FEC) to challenge his exclusion from Thursday's first Fox News Republican Party presidential debate."	PART OF MWE	MWE | Fox News		
Fox	6	9	#23-6 Fox News claims Everson fails to meet the criteria it established for Thursday's two debates.	PART OF MWE	MWE | Fox News		
Fox	57	60	"#23-10 In his complaint, Everson urges the FEC to compel Fox News to include him in the second tier debate as the eighth participant."	PART OF MWE	MWE | Fox News		
Fox	22	25	"#23-11 Everson argues Fox News, in violation of Title 11, ""structure[d] the debates to promote or advance one candidate over another"" through a July 27 change to its criteria that replaced a pre-existing one percent polling threshold with a threshold admitting those ""consistently"" included in ""recognized"" polls."	PART OF MWE	MWE | Fox News		
Fox	40	43	#32-5 He was excluded from the August 6 Fox News Republican presidential debate and has been excluded from most presidential polls.	PART OF MWE	MWE | Fox News		
Fox	242	245	"#23-12 He alleges this was done to ensure the inclusion of the low-polling candidates former Hewlett-Packard CEO Carly Fiorina, former New York governor George Pataki, Senator Lindsey Graham, and former Virginia governor Jim Gilmore, because Fox News recognizes these candidates as ""major players."""	PART OF MWE	MWE | Fox News		
Fox	39	42	"#23-13 Furthermore, Everson argues the Fox News criteria are not ""objective,"" as Title 11 requires, because they fail to define the terms ""consistently"" and ""recognized"" when referring to polls."	PART OF MWE	MWE | Fox News		
Fox	47	50	"Starting that same year , she starred in a new Fox TV series , Tru Calling , where she played the main character , medical student Tru Davies ."	PART OF MWE	MWE | Fox News		
gag	184	187	"The Russian Union of Journalists on Wednesday condemned police violence and called for a probe into the dozens of attacks and arrests of journalists, describing them as ""an attempt to gag and intimidate society."""	PREVENT FROM TALKING | Interrupting & preventing from speaking ['gag']	-		
gag	171	174	"The Russian Union of Journalists condemned police violence and called for a probe into the dozens of attacks and arrests of journalists, describing them as ""an attempt to gag and intimidate society."""	PREVENT FROM TALKING | Interrupting & preventing from speaking ['gag']	-		
gag	26	29	"#30-12 It was dubbed the ""gag law""((es)) or the ""gagging law""."	PREVENT FROM TALKING | Interrupting & preventing from speaking ['gag']	MWE | gag law		
gas	83	86	"The barren islands, reefs and coral outcrops are believed to be in rich in oil and gas and the overlapping claims have long been feared as Asia's next flashpoint for armed conflict."	AIR SUBSTANCE | Fuels ['gas']	-		
gas	184	187	"The incident is the latest flare-up in tensions between the two countries over competing territorial claims to parts of the South China Sea, which is believed to sit atop vast oil and gas deposits."	AIR SUBSTANCE | Fuels ['gas']	-		
gas	48	51	"They occupy the mass range between the heaviest gas giants and the lightest stars , with an upper limit around 75 to 80 Jupiter masses ( MJ ) ."	AIR SUBSTANCE | Physics: the state of matter ['gas']	MWE | gas giant 		
gas	87	90	"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) ."	AIR SUBSTANCE | Physics: the state of matter ['gas']	"MWE | noble gas, buffer gas"		
gas	109	112	"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) ."	AIR SUBSTANCE | Physics: the state of matter ['gas']	"MWE | buffer gas, noble gas"		
generations	50	61	"Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country ."	AGE GROUP | Family: ancestors & descendants ['generation']	-		
generations	18	29	"There are several generations of Acherontia atropos per year , with continuous broods in Africa ."	AGE GROUP	-		
Grand	78	83	"#21-12 In 2013, he joined Marussia F1; the following year, at the 2014 Monaco Grand Prix, he scored his and Marussia's first points with a ninth-place finish."	PART OF MWE	MWE | Monaco Grand Prix		
Grand	91	96	"#21-4 Cquote2.svg This is the first F1 race-related driver death since the 1994 San Marino Grand Prix, when Ayrton Senna was killed."	PART OF MWE	MWE | San Monaco Grand Prix		
Grand	62	67	"#21-5 On October 5, 2014, at the late portion of the Japanese Grand Prix at Suzuka Circuit, Bianchi collided with a tractor crane that had been attending to the crashed car of Adrian Sutil."	PART OF MWE	MWE | Japanese Grand Prix		
Grand	143	148	"#21-2 French Formula One (F1) driver Jules Bianchi died on Friday night at age 25, nine months after his serious accident at the 2014 Japanese Grand Prix."	PART OF MWE	MWE | Japanese Grand Prix		
Grand	439	444	"#21-3 News of his death was announced by his family the following morning: Cquote1.svg It is with deep sadness that the parents of Jules Bianchi, Philippe and Christine, his brother Tom and sister Mélanie, wish to make it known that Jules passed away last night at the Centre Hospitalier Universitaire (CHU) in Nice, (France) where he was admitted following the accident of 5th October 2014 at Suzuka Circuit during the Japanese Formula 1 Grand Prix."	PART OF MWE	MWE | Japanese Formula 1 Grand Prix		
Grand	60	65	"The Order was awarded in nine classes until 2003 , when the Grand Cordon with Paulownia Flowers was made a separate order , and the lowest two classes were abolished ."	PART OF MWE	MWE | Grand Cordon		
Grand	92	97	"At the final race of the season in Shanghai , A1 Team France were crowned the first-ever A1 Grand Prix world champions with 172 points ."	PART OF MWE	MWE | A1 Grand Prix		
Grand	3	8	A1 Grand Prix ( A1GP ) was a ` single make ' open-wheel auto racing series .	PART OF MWE	MWE | A1 Grand Prix		
graphic	58	65	#41-21 On the day of the discovery Hyza quickly removed a graphic from their homepage featuring cartoon chicken stowaways in a car being inspected at a customs post.	DRAWING | Publishing: printing & word processing ['graphic']	-		
graphic	80	87	"#39-14 Earlier today the company's website sported an apparent anti-immigration graphic, which has since been removed."	DRAWING | Publishing: printing & word processing ['graphic']	-		
graphic	24	31	"According to author and graphic designer Tristan Manco and the book Home Sweet Home , Banksy `` was born in 1974 and raised in Bristol , England ."	DRAWING | Publishing: printing & word processing ['graphic']	MWE | graphic designer		
ground	182	188	"Shelling began on Sunday and intensified overnight, activists said, a new blow to a ceasefire declared by peace envoy Kofi Annan a month ago and which U.N. monitoring mission on the ground are observing."	LAND | Geography: areas of land in general ['ground']	-		
ground	113	119	"This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand ."	LAND	-		
Ground	96	102	"Aviation altitude is measured using either Mean Sea Level ( MSL ) or local ground level ( Above Ground Level , or AGL ) as the reference datum ."	LAND	MWE | Above Ground Level		
Ground	74	80	"The Russian military is divided into the following branches : the Russian Ground Forces , the Russian Navy , and the Russian Air Force ."	LAND	MWE | Ground Forces		
ground	125	131	"We’re agreeing to be long-term partners,” said Obama, who later headed home aboard Air Force One after just six hours on the ground."	LAND	-		
ground	34	40	A team of U.N. monitors is on the ground to observe the progress of a so-called cease-fire and encourage the implementation of the peace plan.	LAND | Geography: areas of land in general ['ground']	-		
ground	37	43	"By Sunday, 189 observers were on the ground, the UN mission in Syria said."	LAND | Geography: areas of land in general ['ground']	-		
ground	52	58	"The Philippines refers to the shoal, a rich fishing ground, as Panatag."	LAND | Geography: areas of land in general ['ground']	MWE | fishing ground		
ground	36	42	"By Sunday,189 observers were on the ground, and several more arrived on Monday."	LAND | Geography: areas of land in general ['ground']	-		
ground	52	58	#39-11 The photo shows a pool of dark liquid on the ground beside the vehicle.	LAND | Soil ['ground']	-		
ground	63	69	"#19-8 Police found even more dead bodies from the crash on the ground, raising the reported death toll as high as 142 people."	LAND | Geography: areas of land in general ['ground']	-		
ground	67	73	"#19-2 All 122 people on board were killed as well as people on the ground in the city in North Sumatra, according to North Sumatra police Major A. Tarigan."	LAND | Geography: areas of land in general ['ground']	-		
ground	75	81	"Aviation altitude is measured using either Mean Sea Level ( MSL ) or local ground level ( Above Ground Level , or AGL ) as the reference datum ."	LAND	MWE | ground level		
ground	34	40	Bogs occur where the water at the ground surface is acidic and low in nutrients .	LAND | Soil ['ground']	-		
happy	36	41	Finding out what day it was made me happy.	PLEASED | Feeling pleasure and happiness ['happy']	-		
happy	50	55	"#17-15 Mark Zuckerberg posted on Facebook ""I'm so happy for all of my friends and everyone in our community who can finally celebrate their love and be recognized as equal couples under the law""."	PLEASED | Feeling pleasure and happiness ['happy']	-		
happy	56	61	"#8-6 After signing the contract, Robben said, ""I'm very happy that I'll be playing a further year for FC Bayern."	PLEASED | Feeling pleasure and happiness ['happy']	-		
hardware	152	160	"With the long process of purchasing Motorola Mobility finally drawing to a close, Google seems to be shifting their attention to the process of selling hardware on their own."	COMPUTER | Computer hardware ['hardware']	-		
hardware	226	234	The Wall Street Journal reported earlier this week that Google was looking at fleshing out the Devices section of the Google Play Store with unlocked smartphones and tablets - all of them lead devices -  from up to five major hardware manufacturers.	COMPUTER | Computer hardware ['hardware']	-		
hardware	226	234	"The deal helps Larry Page, the Google co-founder who took over as chief executive officer last year, push the Web company to better compete with Apple’s iPhone and gain more clout for its Android software as it expands in the hardware business."	COMPUTER | Computer hardware ['hardware']	-		
hardware	155	163	"He counts advertising, running, musical theater,...        → Learn More It's been just over nine months since Google announced their intentions to acquire hardware manufacturer Motorola Mobility for $12.5 billion, and now it seems that the final pieces of the deal have fallen into place."	COMPUTER | Computer hardware ['hardware']	-		
hardware	146	154	"Now that Google will have their own in-house hardware team, it stands to reason that they might soon offer their own devices alongside those from hardware partners like Samsung and HTC."	COMPUTER | Computer hardware ['hardware']	-		
hardware	45	53	"Now that Google will have their own in-house hardware team, it stands to reason that they might soon offer their own devices alongside those from hardware partners like Samsung and HTC."	COMPUTER | Computer hardware ['hardware']	-		
head	17	21	"On Saturday, the head of the U.N. observer mission, Maj. Gen. Robert Mood, said 157 civilian and military monitors were in the provinces of Daraa, Idleb, Hama and Homs, the state-run Syrian Arab News Agency reported."	LEADER | People in charge of or controlling other people ['head_1']	-		
head	57	61	"A general atmosphere of anti-Israel sentiments came to a head on Sept. 10, when hundreds of Egyptian protesters stormed the Israeli embassy and tore apart its security wall, forcing Prime Minister Benjamin Netanyahu to order the emergency evacuation of Levanon and some 80 of his staff and their families back to Israel."	TOP PART | Skin complaints & blemishes ['head_1']	MWE | come to a head		
head	111	115	"#2-18 ""The whole camp is controlled by the army and no one can come in or out without being checked,"" said MSF head of emergencies Hugues Robert."	LEADER | People in charge of or controlling other people ['head_1']	-		
head	77	81	"#32-2 Everson served as Commissioner of Internal Revenue, the administrative head of the Internal Revenue Service (IRS) from 2003 to 2007, during the George W. Bush administration."	LEADER | People in charge of or controlling other people ['head_1']	-		
head	118	122	"#28-9 His most recent stint behind bars came last month, when he was arrested for allegedly slamming his girlfriend's head into a refrigerator in the same home involved on Saturday."	BODY PART | The head ['head_1']	-		
head	96	100	"#36-6 At 9 P.M. EST, INDYCAR released a statement, announcing that Wilson had suffered a severe head injury, was in critical condition and had fallen into a coma."	BODY PART | The head ['head_1']	-		
head	79	83	Acherontia atropos is the most widely-known of the three species of Death 's - head Hawk moth .	BODY PART | The head ['head_1']	MWE | Death's-head Hawk moth		
hottest	29	36	"For example , A0 denotes the hottest stars in the A class and A9 denotes the coolest ones ."	VERY WARM | Hot & heat ['hot']	-		
humanity	82	90	"He has denied charges of genocide, murder acts of terror and other crimes against humanity.The most infamous of the charges accuses Mladic of overseeing the massacre  of 8 thousand Muslim boys and men in Srebrenica in Eastern Bosnia in 1995."	PEOPLE | People in general ['humanity']	-		
humanity	155	163	The trial of the former Bosnia Serb army commander Ratko Mladic is due to begin today.Mladic stands accused of 11 counts of wars crimes and crimes against humanity.He is accused of leading a brutal campaign of ethnic cleansing during the Bosnian war between 1992 and 1995.	PEOPLE | People in general ['humanity']	-		
Ice	90	93	"#42-65 For example, dissections are done when the ants are anesthetized (either by CO2 or Ice), and when ants need to be killed, we do it in alcohol, which kills the ants in a matter of seconds."	FROZEN WATER | Precipitation: snow & ice ['ice']	-		
Ice	76	79	This performance won Tallari the ` Best Newcomer ' award at the 2008 Man of Ice Awards and ensured his selection for the 2007-08 EIHL All-Star team .	FROZEN WATER | Precipitation: snow & ice ['ice']	MWE | Man of Ice Awards		
ice	90	93	"Joe Tallari ( born October 5 , 1980 in Thunder Bay , Ontario ) is a Canadian professional ice hockey player ."	FROZEN WATER | Precipitation: snow & ice ['ice']	MWE | ice hockey		
ice	78	81	"James Gaye Stewart ( June 28 , 1923 - November 18 , 2010 ) was a professional ice hockey forward ."	FROZEN WATER | Precipitation: snow & ice ['ice']	MWE | ice hockey		
indicate	8	16	Reports indicate that he had a difficult time composing himself as investigators interviewed him.	SHOW | Showing and demonstrating ['indicate']	-		
indicate	20	28	"Preliminary results indicate the party won less than 50 percent of votes, a steep fall from its earlier majority."	SHOW | Showing and demonstrating ['indicate']	-		
indicate	178	186	"Main-sequence stars vary in surface temperature from approximately 2,000 to 50,000 K , whereas more-evolved stars can have temperatures above 100,000 K. Physically , the classes indicate the temperature of the star 's atmosphere and are normally listed from hottest to coldest , as is done in the following table ."	SHOW | Showing and demonstrating ['indicate']	-		
indicate	20	28	"Preliminary results indicate the party won less than 50 per cent of votes, a steep fall from its earlier majority."	SHOW | Showing and demonstrating ['indicate']	-		
indicated	67	76	"#15-1 Putin calls US troops in Poland 'a threat' Reports yesterday indicated Russian President Vladimir Putin views the arrival of US troops in Poland as ""a threat""."	SHOW | Showing and demonstrating ['indicate']	-		
indicated	35	44	"Israeli Foreign Ministry officials indicated that the visit was a symbolic gesture, meant to signal Jerusalem's desire to return ties with its neighbor to the south to normalcy."	SHOW | Showing and demonstrating ['indicate']	-		
indicated	68	77	"#10-31 In a Wall Street Journal interview published on Friday Trump indicated he wishes to maintain sanctions against Russia ""at least for a period of time,"" but ultimately remove them as relations improve."	SHOW | Showing and demonstrating ['indicate']	-		
